original_index,label,text,sentiment,n_1st_verb,n_1st_pronoun,n_sing,n_past,n_cond,n_words,rate_verb,rate_pron,rate_sing,rate_past,rate_cond,emoji,absolutist
10,1,"to nie ja zaczęłam temat chorob psychiczmych i się nie tlumacze, tylko potwierdzam, że no faktycznie mam",neutral,3.0,1.0,3.0,1.0,0.0,17.0,0.1764705882352941,0.0588235294117647,1.0,0.3333333333333333,0.0,0,0
11,1,"gdyby nie to to nie poznałabym poetow, isaaca czy toma:loudly_crying_face:",positive,1.0,0.0,1.0,0.0,1.0,10.0,0.1,0.0,1.0,0.0,1.0,1,0
12,1,nie bo ja byłam serio ogromną hejterką monster high g3 na początku a teraz podobają mi sie milion razy bardziej niż g1 i sporą już mam kolekcję:loudly_crying_face:,neutral,2.0,2.0,2.0,1.0,0.0,27.0,0.074074074074074,0.074074074074074,1.0,0.5,0.0,1,0
13,1,od kiedy wróciłam ze slowenii to kotek codziennie ciagle ze mna spi:loudly_crying_face::loudly_crying_face:,neutral,1.0,1.0,1.0,1.0,0.0,12.0,0.0833333333333333,0.0833333333333333,1.0,1.0,0.0,1,1
14,1,",piszę z gościem normalnie a potem się zachowuje jakby depresja to były jakieś zawody kto ma gorzejXDD",negative,1.0,0.0,1.0,0.0,0.0,18.0,0.0555555555555555,0.0,1.0,0.0,0.0,1,0
15,1,"szybciutko, nawet nie było długiego oczekiwania, już jest w połowie, już jest w progu i leci, niech leci w tym malinowym kostiumie, jest mistrzem olimpijskim KAMIIIL STOOOCH",positive,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0
16,1,"znowu napisał, po 2 miesiącach, ale zjeb ja przysięgam i mysli, że nadal będę z nim pisacXDD",negative,2.0,1.0,2.0,0.0,0.0,18.0,0.1111111111111111,0.0555555555555555,1.0,0.0,0.0,1,0
17,1,przyszla mi pierwsza wyplata za bycie depressed i autistic:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,negative,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.1111111111111111,0.0,0.0,0.0,1,0
18,1,dzisiaj 4 typow z którymi nie pisze od kilku miesięcy randomowo do mnie napisało:loudly_crying_face:,neutral,1.0,1.0,1.0,0.0,0.0,14.0,0.0714285714285714,0.0714285714285714,1.0,0.0,0.0,1,0
19,1,"przyszłam do lidla z myślą, że pewnie prawie nikogo ram nie będzie o takiej porze, ale okazało się, że było m ostworzeczy za 5-10 zł i był tlum",neutral,1.0,0.0,1.0,1.0,0.0,28.0,0.0357142857142857,0.0,1.0,1.0,0.0,0,0
20,1,"wciaz pamiętam, jak na obozie moja koleżanka dostawała opieprz na noszenie ""wyzywającej"" bluzki, po czym następnego dnia pożyczyłam ją od niej i NIKT nie miał do mnie o to problemu, bo mialam mniejsze piersi, to tylko pokazuje, jak okropnie seksualizowane są duże piersi",negative,4.0,2.0,4.0,3.0,0.0,43.0,0.0930232558139534,0.0465116279069767,1.0,0.75,0.0,0,0
21,1,"przymierzam ubrania aby pozbyć się niepasujących i czemu w większości przewiewnych, letnich sukienek wygladam tak wulgarnie, ja chce w nich wyglądać uroczo i lekko:(",negative,2.0,1.0,2.0,0.0,0.0,24.0,0.0833333333333333,0.0416666666666666,1.0,0.0,0.0,1,1
22,1,"nie ale to jest prawda i mam świadomość że dla każdego bycie w pobliżu mnie jest ciezkei, woec jak niby mam kogoś znalezc:broken_heart::broken_heart:",neutral,2.0,1.0,2.0,0.0,0.0,23.0,0.0869565217391304,0.0434782608695652,1.0,0.0,0.0,1,0
23,1,"mialam sporo badań krwi, w tym krzywą glukozowa i między sprawdzaniem coagle spałam:loudly_crying_face:",neutral,2.0,0.0,2.0,2.0,0.0,13.0,0.1538461538461538,0.0,1.0,1.0,0.0,1,1
24,1,"zawsze jak sni m isie, ze albo przed kims/czymś uciekam albo się chowam, to budze się cała obolala, wszystko mnie boli, jestem nie do zycia",negative,4.0,2.0,4.0,0.0,0.0,26.0,0.1538461538461538,0.0769230769230769,1.0,0.0,0.0,0,1
25,1,"chyba będę dostawać 1200 zł miesięcznie za chodzenie na studia, jedyny plus spektrum autyzmu i depresjiXDD",neutral,1.0,0.0,1.0,0.0,0.0,17.0,0.0588235294117647,0.0,1.0,0.0,0.0,1,0
26,1,"pani z teatru jest taka słodka i cudowna ze pozwoliła mi mówić na konsultacjach a nie przed wszystkimi na zajęciach i zamiast mówić przez 10 minut, rozmawiałyśmy przez 30 jak koleżanki bo to był wspólny temat:face_holding_back_tears:",positive,1.0,1.0,0.0,1.0,0.0,36.0,0.0277777777777777,0.0277777777777777,0.0,1.0,0.0,1,0
27,1,"boje sie bo wyszlam z pieskiem na spacer i jakis typ sie pytal, czy moj tato jest w domu i sie na mnie dziwnie patrzyli",neutral,2.0,2.0,2.0,1.0,0.0,25.0,0.08,0.08,1.0,0.5,0.0,0,0
28,1,Wyobraź sobie że jesteś jakimś eskimosem co sobie siedzi gdzieś w pizdu na samym północnym końcu Kanady i nagle przychodzi jakiś białas który Ci tłumaczy ten skrót i dlaczego ten problem dotyczy też Ciebie,negative,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0,0
29,1,Ja kiedy dam se takie kolorki jakie kurwa chce gdzie kurwa chce lol,positive,1.0,1.0,1.0,0.0,0.0,13.0,0.0769230769230769,0.0769230769230769,1.0,0.0,0.0,0,0
30,1,"Najbardziej irytuje mnie że w odpowiedziach jest pełno tekstów że ""hiphop to coś więcej niż rap"", ale najwyraźniej to działa tylko w jedną stronę. Kiedy rap nie ma nic wspólnego z hiphopem to się macha rączką i mówi że gdzieś tam indziej może ten hybhob jest. I tak w kółko.",negative,0.0,1.0,0.0,0.0,0.0,50.0,0.0,0.02,0.0,0.0,0.0,0,1
31,1,"Popierdoli mnie, to sie faktycznie wydarzyło xD",positive,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.1428571428571428,0.0,0.0,0.0,1,0
32,1,"Nie mówcie mi że jestem nietolerancyjny, od 3 dni największe zdegenerowane ćpuny zjarusy smrodasy jebane na tej platformie odpady społeczne do utylizacji srają się pod moim tweetem a dalej nie mam problemu z legalizacją",negative,2.0,2.0,2.0,0.0,0.0,34.0,0.0588235294117647,0.0588235294117647,1.0,0.0,0.0,0,0
33,1,Ćicho tata śpi,neutral,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0
34,1,o zesz kurwa ja pierdolę,negative,1.0,1.0,1.0,0.0,0.0,5.0,0.2,0.2,1.0,0.0,0.0,0,0
35,1,ale klimat nowego residenta jest dojebany,negative,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0
36,1,ja pierdolę grace ale ty masz dziurawe łapska,neutral,1.0,1.0,1.0,0.0,0.0,8.0,0.125,0.125,1.0,0.0,0.0,0,0
37,1,zestresowała mnie ta wielka obrzydliwa baba xd,negative,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.1428571428571428,0.0,0.0,0.0,0,0
38,1,przerwa od twitera bo jestem tylko ciągle wkurwiony przez takich spierdoleńców z grzałą w mózgu żegnam,negative,2.0,0.0,2.0,0.0,0.0,16.0,0.125,0.0,1.0,0.0,0.0,0,1
39,1,"cwel zgłosił mój cytat do tego więc napiszę jeszcze raz:
jeśli napastujesz mnie w internecie razem z tą szkaradą jebany klaunie to zrób krok do przodu 

chciałbym tu tylko zostawić poziom moich rozmówców i żebyście nie wstawiali swoich brzydkich mord jeśli kogoś wyzywacie",negative,2.0,3.0,2.0,0.0,1.0,43.0,0.0465116279069767,0.0697674418604651,1.0,0.0,0.5,0,0
40,1,chce matche sushi i krosąą ze starbaksa whitegirl sza gay warsaw,neutral,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0,0
41,1,odkopałom artefakt z 2018 w sensie telefon,neutral,1.0,0.0,1.0,1.0,0.0,7.0,0.1428571428571428,0.0,1.0,1.0,0.0,0,0
42,1,jaką obsesje trzeba mieć :loudly_crying_face: te jebane transiki tak mnie wkurwiają na tym twiterze powiesz im że mają zaburzenie tożsamości płciowej a oni powiedzą że jesteś transfobem klasyczek,negative,0.0,1.0,0.0,0.0,0.0,27.0,0.0,0.037037037037037,0.0,0.0,0.0,1,0
43,1,i jak ja mam brać na poważnie dyskusję z takimi ludźmi :loudly_crying_face:,neutral,1.0,1.0,1.0,0.0,0.0,11.0,0.0909090909090909,0.0909090909090909,1.0,0.0,0.0,1,0
44,1,"no nie czemu oni wszyscy robią kłódkę jak ich wyjaśniam 

kontekst mojego cytatu:",negative,1.0,1.0,1.0,0.0,0.0,13.0,0.0769230769230769,0.0769230769230769,1.0,0.0,0.0,0,1
45,1,"„boy, gay, SINGLE” 4 dni temu jebnę XD",negative,1.0,0.0,1.0,0.0,0.0,8.0,0.125,0.0,1.0,0.0,0.0,1,0
46,1,oj ale mnie popierdoli z tym pierdolonym jebanym fucking gówno internetem nic mi się kurwa nie włącza w tym pierdolonym telefonie zaraz złamie w pół i wyjebie za okno,negative,0.0,2.0,0.0,0.0,0.0,29.0,0.0,0.0689655172413793,0.0,0.0,0.0,0,1
47,1,"ostatnio widzę tiktoki gdzie kobiety wyśmiewają te które chcą ślubu i dzieci ¿ XD

doszliśmy do etapu że hejtujemy ludzi za to że chcą być szczęśliwi bo nie marzą o „karierze i podróżach” jak te niezależne feministki:index_pointing_up_light_skin_tone:i dorzucają jeszcze straight flagę bo bycie hetero jest złe :nerd_face:",negative,3.0,0.0,1.0,1.0,0.0,45.0,0.0666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,1,0
48,1,imagine używać ai do SPRZEDAŻY ubrań kiedy to nie jest w ogóle w porządku względem kupującego bo tak naprawdę nie będzie widzieć jak sukienka wygląda na osobie ale u tej typiary to już chyba norma XD,negative,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,1,0
49,1,XDDDDDDDDDDDDDDDDDD to po chuj wstawiałaś to zdjęcie na publiczne tępa szmato,negative,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1,0
50,1,"ja sie chyba powieszę bo właśnie rozegrałem taki „friendly” mecz i na post matchu dostałem wiadomość 

„poor nurse, that killer is really hard to play. gl in the next one” 

KIEDY DOSŁOWNIE CHCIAŁEM FARMIĆ BP Z TYMI SURVIVORAMI NA NOWYM EVENCIE XD ja już się poddaję",negative,5.0,2.0,5.0,3.0,0.0,46.0,0.108695652173913,0.0434782608695652,1.0,0.6,0.0,1,0
51,1,czy jestem pozerem bo gdy chce zagrać friendly match jako killer w dbd to wychodzę z lobby jak widzę meg thomas albo inne gówna których nie lubię i tak ciągle wychodzę z lobby dopóki wszystkie skiny i postacie survivorów nie będą mi się podobać ? XD,negative,5.0,1.0,5.0,0.0,0.0,45.0,0.1111111111111111,0.0222222222222222,1.0,0.0,0.0,1,1
52,1,boję się gacha gier ale kolejne ładne kobiety do wishowania prócz genshina.. i mean castorice,positive,1.0,0.0,1.0,0.0,0.0,15.0,0.0666666666666666,0.0,1.0,0.0,0.0,0,0
53,1,moje edtwt,positive,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.5,0.0,0.0,0.0,0,0
54,1,wszędzie mnie kurwa jebią w grach popłakałem się bo chciałem wbić 1k pucharków na tej hitlerowskiej emz to kurwa ciągle mnie zabijali później grałem w dbd to mnie dobrało z 100p graczami jako new gen a teraz grałem w idv i w jebanych meczach rankingowych z BOTAMI przegrałem,negative,5.0,3.0,5.0,5.0,0.0,48.0,0.1041666666666666,0.0625,1.0,1.0,0.0,0,1
55,1,jestem wkurwiony bo 2 lata temu byłem łasy na łatwą kasę i wysprzedałem całą szafę na vinted a teraz chodzę jak lump obszczany,negative,4.0,0.0,4.0,2.0,0.0,23.0,0.1739130434782608,0.0,1.0,0.5,0.0,0,0
56,1,xd,positive,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
57,1,"od kilku miesięcy ciągle chodzę spać po 4 bo spędzam czas z moją ulubioną osobą i robię rzeczy których nie doświadczyłem z nikim innym … physical intimacy feels so deep, and i find my true self in it the one i haven’t shown to anyone except",positive,4.0,2.0,4.0,1.0,0.0,45.0,0.0888888888888888,0.0444444444444444,1.0,0.25,0.0,1,1
58,1,mój starter pack z 2018,neutral,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.2,0.0,0.0,0.0,0,0
59,1,"zjebałem egzamin bo nie przeczytałem lektury i jeszcze się tak stresowałem że baba pytała ustnie i wyszła cipa :disappointed_face: może będę mógł to poprawić i w sumie to moja wina bo miałem 3 miesiące i nic z tym nie zrobiłem:face_with_bags_under_eyes: 

ale żyjemy na kręcącym sie kamieniu right?? nic nie jest poważne",negative,7.0,1.0,6.0,5.0,0.0,50.0,0.14,0.02,0.8571428571428571,0.7142857142857143,0.0,1,1
60,1,100% z egzaminu praktycznego i 85% z teorii :smiling_face_with_open_hands::smiling_face_with_open_hands: trochę slaynolem,neutral,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1,0
61,1,czemu mężczyźni nienawidzą kobiet :loudly_crying_face:,negative,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0
62,1,ale bym se tera dał jakąś zimną kolke cipsa solonego i jakiś gniot na telewizorze AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA czemu muszę być niewolnikiem systemu,negative,2.0,0.0,2.0,0.0,1.0,21.0,0.0952380952380952,0.0,1.0,0.0,0.5,0,1
63,1,ghetto,neutral,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
64,1,zrobiłem plakat na studia przecież ja wyplułem tu wszystkie swoje umiejętności plastyczne X D D D,neutral,2.0,1.0,2.0,2.0,0.0,16.0,0.125,0.0625,1.0,1.0,0.0,0,1
65,1,jestem w żabce z 3 osobami i wszyscy kupują chipsy papierosy i jeden kupił setę,neutral,1.0,0.0,1.0,0.0,0.0,15.0,0.0666666666666666,0.0,1.0,0.0,0.0,0,1
66,1,dorosła osoba z prawami wyborczymi btw,neutral,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0
67,1,nikt mi nie wmówi że to nie są jebane spierdoliny umysłowe i nie mają prawa kryć się za tym że są zaburzone,negative,0.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0454545454545454,0.0,0.0,0.0,0,0
68,1,XD ja kiedyś wykituję z tymi anorektyczkami,positive,1.0,1.0,1.0,0.0,0.0,7.0,0.1428571428571428,0.1428571428571428,1.0,0.0,0.0,1,0
69,1,wiecie że mam permanentnego vipa na star stable od 8 lat? nie wiecie? to teraz już wiecie że jestem bogatą zdzirowatą suczką ze swagiem lubiącą skakać na koniach yooo :nail_polish_light_skin_tone:slay kebab,neutral,2.0,0.0,2.0,0.0,0.0,31.0,0.064516129032258,0.0,1.0,0.0,0.0,1,0
70,1,ej kontrowersyjna opinia cyce&gt;dupa nie wiem kto woli dupę od cycków,negative,1.0,0.0,1.0,0.0,0.0,11.0,0.0909090909090909,0.0,1.0,0.0,0.0,0,0
71,1,czy kurwa ubrania które sobie wymyśliłem w głowie i zobaczyłem na pinterest mogą się zrespic w sklepach bo mnie pojebie,negative,2.0,1.0,2.0,2.0,0.0,20.0,0.1,0.05,1.0,1.0,0.0,0,0
72,1,co tam u was?:),neutral,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0
73,1,"nie wiem czy kogoś to interesuje, ale taki mini update z teraz
Od poniedziałku zaczynam oddział dzienny!",neutral,2.0,0.0,2.0,0.0,0.0,17.0,0.1176470588235294,0.0,1.0,0.0,0.0,0,0
74,1,"hejka
dziwnie tak tu wchodzić po ponad dwóch miesiącach nieobecności
W sumie nie sądziłam, że nikt nie zauważy, że zniknęłam tak po prostu
Nie wiem czy wracam",negative,4.0,0.0,4.0,2.0,0.0,27.0,0.1481481481481481,0.0,1.0,0.5,0.0,0,0
75,1,"niedawno się obudziłam
spałam 12 godzin:face_with_spiral_eyes:",neutral,2.0,0.0,2.0,2.0,0.0,6.0,0.3333333333333333,0.0,1.0,1.0,0.0,1,0
76,1,"wylądowaliśmy przed 7
W samolocie pospałam jakoś 3h, albo mniej
W domku w pewnym momencie poczułam sie zmeczona i poszlam spać i spałam 2 i pol godziny, wstałam, a potem znowu spałam- 5h
Jest 20 już, ciekawe czy zasnę w nocy jak tyle sobie pospałam w dzien",neutral,9.0,0.0,8.0,8.0,0.0,47.0,0.1914893617021276,0.0,0.8888888888888888,0.8888888888888888,0.0,0,1
77,1,"Byliśmy dziś w Friðheimar
cudownie było!!
zupa była przepyszna:pleading_face:
Nawet zwyczajny chleb, który do tego dostaliśmy był taki dobry",positive,2.0,0.0,0.0,2.0,0.0,19.0,0.1052631578947368,0.0,0.0,1.0,0.0,1,0
78,1,"ale ten tydzień był naprawdę super
Pogoda była naprawdę świetna, raz dopadł nas taki konkretny deszcz, ale i tak chwilę tylko padało
Cudownie przyjęła nas tutaj chrześnica taty z mężem. Naprawdę dobrze się bawiłam:pleading_face:
To był taki intensywny czas, bardzi szybko mi zleciał",positive,1.0,3.0,1.0,1.0,0.0,43.0,0.0232558139534883,0.0697674418604651,1.0,1.0,0.0,1,1
79,1,"wracam już do domku:pleading_face:
mam lot o 3 czasu polskiego, siedzę już na lotnisku",neutral,3.0,0.0,3.0,0.0,0.0,14.0,0.2142857142857142,0.0,1.0,0.0,0.0,1,0
80,1,"Hekla&lt;3
zdjęcia z wczoraj",positive,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0
81,1,Te generowane pytania są tak creepy :loudly_crying_face:,negative,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0
82,1,"Nieoficjalnie sondaże pokazują że to ja wygram. Przysięgam, sam robiłem",positive,3.0,1.0,3.0,1.0,0.0,10.0,0.3,0.1,1.0,0.3333333333333333,0.0,0,0
83,1,"Alicja mówiąca Williamowi z Wiwiblogs prosto w oczy „słyszałam że nie podoba ci się moja piosenka” to taki slay :loudly_crying_face: 
Prawie spadł z krzesła :loudly_crying_face:",negative,1.0,1.0,1.0,1.0,0.0,23.0,0.0434782608695652,0.0434782608695652,1.0,1.0,0.0,1,0
84,1,Zbyt wiele…,positive,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0
85,1,"Zależy od najbliższych. Ogólnie trudno jest mi być całkiem sobą. Noszę w sobie mnóstwo wstydu, osoby homo pewnie wiedzą jakie to uczucie. Ale coraz bardziej się otwieram.",neutral,2.0,1.0,2.0,0.0,0.0,27.0,0.074074074074074,0.037037037037037,1.0,0.0,0.0,0,0
86,1,"Można się bać sukcesu? Ja na pewno porażki. Strach przed nią hamuje mnie jak wielki głaz przywiązany do ciała. Już dawno powinienem zacząć sprzedawać ilustracje, zacząć z fotografią itd. Ale sama myśl i tym że to nie wyjdzie, mnie przeraża. Bo wtedy żaden plan mi nie pozostanie",negative,1.0,4.0,1.0,1.0,0.0,47.0,0.0212765957446808,0.0851063829787234,1.0,1.0,0.0,0,1
87,1,W pracy cisza. Gdy ilustruje zdecydowanie spokojna muzyka w tle,neutral,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0,1
88,1,Let’s dig deep,positive,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0
89,1,To za ten „triumf” w Iranie? :grinning_face_with_sweat:,positive,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0
90,1,Niesamowite jak Putin owinął sobie zachodnich populistów wokół palca :face_with_peeking_eye:,negative,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1,1
91,1,"Fakt
Moi rówieśnicy wyglądają zmarnowanie jak ci na dole…
Tylko że ja wyglądam jak ten którego tu wyzywają :loudly_crying_face:",negative,1.0,2.0,1.0,0.0,0.0,18.0,0.0555555555555555,0.1111111111111111,1.0,0.0,0.0,1,1
92,1,First thing they implemented are Rafa-like grunts?,neutral,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0
93,1,Chwalisz mnie czy obrażasz?,neutral,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.25,0.0,0.0,0.0,0,0
94,1,Cos ostatnio cicho o aktach Epsteina… czyżby grożenie apokalipsą się udało?,negative,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0,0
95,1,"Niby tylko zawieszenie broni, a oszczędności w ETFach poszły w górę jak pojebane.",negative,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0,0
96,1,"Dobra, jak to przekupne nieznające się geje by powiedzieli…let’s do this! 

Przesłuchałem wszystkich skrótów, i szkoda że dopuścili kryminalistów, bo poziom wydaje się być bardzo wysoki. Szczególnie porównując do marnego zeszłego roku. 

Teraz alfabetycznie słucham w całości 1/",negative,2.0,0.0,2.0,1.0,0.0,38.0,0.0526315789473684,0.0,1.0,0.5,0.0,0,0
97,1,"Gruzja: bezpośrednia konkurencja Armenii, ale brzmi taniej i trochę sztucznie. Armenia to fun a tutaj to trochę wszystko wymuszone i dziwne. 4/10",neutral,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0,1
98,1,"Francja: kolejny musical i przez to że lecę alfabetycznie to mam porównanie. I choć subiektywnie mi się to tak sobie podoba, to obiektywnie jest to muzycznie lepsze. Troche irytujące, ale nie ma się do czego przyczepić. Ja wolę pozytywne musicale, a dostaje dwa upiorne :smiling_face_with_tear: 7/10",neutral,3.0,2.0,3.0,0.0,0.0,45.0,0.0666666666666666,0.0444444444444444,1.0,0.0,0.0,1,1
99,1,"Taka kurtka to najlepsza rzecz na świecie, wcześniej byłam praktycznie uwięziona w domu w zimę (mój organizm ma problem grzać się sam, niewydolność serca + żylna), a ostatnią zimę miałam cudowną, aktywną, z bajkowymi widokami :smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts:",positive,2.0,1.0,2.0,2.0,0.0,34.0,0.0588235294117647,0.0294117647058823,1.0,1.0,0.0,1,0
100,1,Najlepszy prezent jaki dostałam ever (dostałam od ojca uwu),positive,2.0,0.0,2.0,2.0,0.0,9.0,0.2222222222222222,0.0,1.0,1.0,0.0,0,1
101,1,"Ta sprawa jest tak skandaliczna, dobrze, że biskup się włączył 
Zupełnie mniejsza o wątek aborcji, pacjenci powinni mieć PRAWO do dzielenia się informacjami o lekarzu, tak długo jak nie zmyślają kłamstw i go nie oczerniają
Na małych pacjenckich grupkach ludzie dzielą się 1/4",negative,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0,0
102,1,"charakter, sposób bycia nam najbardziej odpowiadają
Gdyby ujawnić wszystkie informacje, jakimi na takich grupach się dzieliłam, to chyba powinnam według próbujących skazać Weronikę przesiedzieć dożywocie za kratkami XD a wszystko pisane w dobrej wierze i z ogromnym",neutral,3.0,1.0,3.0,2.0,0.0,37.0,0.081081081081081,0.027027027027027,1.0,0.6666666666666666,0.0,1,1
103,1,"szacunkiem do danego lekarza, w większości ich polecałam, ale pisałam też co było lub może dla kogoś być wadą, może i deal breakerem",positive,2.0,0.0,2.0,2.0,0.0,23.0,0.0869565217391304,0.0,1.0,1.0,0.0,0,1
104,1,"Tu się ciągle coś psuje :v
Ja mam problem z DMami (nie wszystkie czaty widzę, ale jak wejdę przez profil to normalnie widzę i mogę odpisać), z telefonu nie działa zmiana ikonki (ostatnio zmieniałam na testa z komputera i tam działało)

A kiedyś twitter był prawie niezniszczalny",negative,6.0,1.0,6.0,1.0,0.0,47.0,0.1276595744680851,0.0212765957446808,1.0,0.1666666666666666,0.0,0,1
105,1,"Dosłownie jak wywalało messengera czy rzadziej discorda to ludzie się tutaj przenosili i robiło się żywiej, twitter przed Muskiem tak mega fajnie działał :melting_face:",positive,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,1,0
106,1,"Ostatnio tu cisnęłam trochę autystycznego samorzecznictwa i odbiór był różny, w mniejszej ale wyraźnej części negatywny - temat neuroróżnorodności ciągle budzi emocje i kontrowersje.
Teraz, kiedy dotarły przerażające newsy o eutanazji niepełnoletniego chłopca z powodu
1/:thread:",negative,1.0,0.0,1.0,1.0,0.0,35.0,0.0285714285714285,0.0,1.0,1.0,0.0,1,1
107,1,"powolutku uczę się zdrowych mechanizmów regulacyjnych, powolutku się odmaskowuję, co znacznie zmniejsza napięcie
Aktualnie życie jest dobre",positive,1.0,0.0,1.0,0.0,0.0,17.0,0.0588235294117647,0.0,1.0,0.0,0.0,0,0
