original_index,label,text,sentiment,n_1st_verb,n_1st_pronoun,n_sing,n_past,n_cond,n_words,rate_verb,rate_pron,rate_sing,rate_past,rate_cond,emoji,absolutist
497,1,nie widze ich jakoś,-1,1.0,0.0,1.0,0.0,0.0,4.0,0.25,0.0,1.0,0.0,0.0,0,0
5276,0,KURWA CO SIE DZIEJE TO WYKONANIE BYŁO TAKIE CUDOWNE,1,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0
2780,0,Aha,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
5004,0,PRZESADA CO SIE DZIS ATALO W ME AND THEE,1,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.1111111111111111,0.0,0.0,0.0,0,0
3447,0,bo ktoś zwraca komuś uwagę na brak higieny? XD wtf niezła odkleja,-1,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1,0
4099,0,ja tez mam ..,0,1.0,1.0,1.0,0.0,0.0,3.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0,0
5200,0,ide grac w CYBERPUNK 2077. czemu? bo wpsieram polskie studia i ps plus mi ucieknie za iles tam dni :) nara frajerzy,1,1.0,1.0,1.0,0.0,0.0,21.0,0.0476190476190476,0.0476190476190476,1.0,0.0,0.0,1,0
2750,0,"Prosty skrót myślowy - widzę, że ciężko pojąć, gdy nie jest wytłumaczone alfabetem downa dla ciebie :(

Patrz to o tobie:",-1,1.0,0.0,1.0,0.0,0.0,19.0,0.0526315789473684,0.0,1.0,0.0,0.0,1,0
5247,0,at first glance i thought it was dunkirk harry,1,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0
4560,0,czy mozemy shipowac postaxie i nie prawdziwych ludzi czy to dla was za wiele jebane zjeby ??? Luzne pytanko,-1,1.0,0.0,0.0,0.0,0.0,18.0,0.0555555555555555,0.0,0.0,0.0,0.0,0,0
1143,1,ale mnie wkurwiły dziewczyny w robocie to hit,-1,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.125,0.0,0.0,0.0,0,0
3937,0,Idę do lekarza dowiedzieć się czy mam kręgosłup rozjebany czy tylko popierdolony,-1,2.0,0.0,2.0,0.0,0.0,12.0,0.1666666666666666,0.0,1.0,0.0,0.0,0,0
2141,1,kilka lat temu mialxm zdiagnozowana depresje mama pow ze bullshit i teraz ja dziwi moje zachowanie bo nawet sie nie zainteresuje ze to skutki depresji ktora zignorowala niesamowite,-1,0.0,2.0,0.0,0.0,0.0,28.0,0.0,0.0714285714285714,0.0,0.0,0.0,0,0
1638,1,troche sie zesraloXDDDDDD,-1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0
3657,0,moje mysli samobjcze sa cora gorsze ide do szkoly widze mini rzeke i chcialabym sie rzucic,-1,4.0,1.0,4.0,0.0,1.0,16.0,0.25,0.0625,1.0,0.0,0.25,0,0
2743,0,"Czasami kilka tygodni, czasami miesiące, zdarzało się longi ponad rok",0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0
2601,0,Nawet jak by tam bylo zbrojenie to by tego nie utrzymało! Kit ludziom wciskacie,-1,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0,0
3107,0,"Zajebiście się jeździ po Amsterdamie. Wszędzie wjedziesz, wszędzie zaparkujesz. Uwielbiam.",1,1.0,0.0,1.0,0.0,0.0,10.0,0.1,0.0,1.0,0.0,0.0,0,0
797,1,"Hej, , kto był najbardziej znaną osobą, która odwiedziła mój profil? To nie musi być wzajemne, nie oznaczaj ich, po prostu powiedz, kto to był",0,0.0,1.0,0.0,0.0,0.0,25.0,0.0,0.04,0.0,0.0,0.0,0,1
3030,0,Morał dla Aleksander Miszalski i ekipy: władze jedz małą łyżeczką bo przyjdą ci co nie wiedzą co to sztućce,0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0,0
5575,0,"We rogatki to sugestie. Ale co się dziwić, skoro udaje, że nic nie widzi zajęta ploteczkami.",0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0,1
642,1,bylam na terapii i pani powiedziala ze najlepszy kolega to gej,0,1.0,0.0,1.0,1.0,0.0,11.0,0.0909090909090909,0.0,1.0,1.0,0.0,0,0
2113,1,"A mnie nie, od 7 lat mam zdiagnozowaną depresję i muszę przyznać że jest chujowo po mimo tego, że od tych 7 lat się leczę",-1,3.0,1.0,3.0,0.0,0.0,25.0,0.12,0.04,1.0,0.0,0.0,0,1
174,1,"""Do zobaczenia na pierwszej lekcji, mala manipulatorko""

jak ja za nimi tesknilam:face_holding_back_tears:",0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0833333333333333,0.0,0.0,0.0,1,0
1445,1,"kurde, tyle czekania na popeyesa w moim mieście tylko po to, żeby zjeść najbardziej basic skrzydełko i wrapa jeszcze gorszego niż w kfc XD",-1,0.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0416666666666666,0.0,0.0,0.0,1,0
4324,0,zaraz kłódę zrobię i tyle będzie,1,1.0,0.0,1.0,0.0,0.0,6.0,0.1666666666666666,0.0,1.0,0.0,0.0,0,0
3556,0,"Piłkarze gubią się w relatywnie prostych sytuacjach, przemyślane i rozpisane schematy zastępują pochopne decyzje o strzałach i nieprecyzyjne dogrania. Jak nie idzie, to PTSD uderza ze zdwojoną mocą - wracamy do wszystkich przykrych wspomnień, jesteśmy skorzy odtrąbić kapitulację.",-1,2.0,0.0,0.0,0.0,0.0,37.0,0.054054054054054,0.0,0.0,0.0,0.0,0,0
2912,0,Dobranoc,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
5507,0,Ja wszystko tak oglądam bo inaczej ojjj,0,1.0,1.0,1.0,0.0,0.0,7.0,0.1428571428571428,0.1428571428571428,1.0,0.0,0.0,0,1
5554,0,Chciałabym mieć taki chill jak Tosia,1,1.0,0.0,1.0,0.0,1.0,6.0,0.1666666666666666,0.0,1.0,0.0,1.0,0,0
3853,0,Orban przegrywa? Czy ktoś może sprawdzić co u Eli Gawin? Bo planowała wczoraj azyl na Węgrzech,-1,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0,0
5479,0,co to za kocur,-1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0
5606,0,mnie najbardziej zafascynowała że jest z słowacji. dosłownie girlie może to przeczytać i zrozumie :loudly_crying_face:,1,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0714285714285714,0.0,0.0,0.0,1,0
5515,0,Zezarlam dzisiaj tyle mazurka,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0
986,1,zalamanie czasoprzestrzeni czytam choi soobin from txt i mysle 'nie choi byungchan nie jest z txt' NIEEW ja ide soac dalej,-1,2.0,1.0,2.0,0.0,0.0,21.0,0.0952380952380952,0.0476190476190476,1.0,0.0,0.0,0,0
2935,0,Spedzam więcej czasu na siłowni niż w domu,0,1.0,0.0,1.0,0.0,0.0,8.0,0.125,0.0,1.0,0.0,0.0,0,0
884,1,CHCESZ FROM THE BACK CHCESZ FROM THE FRONT BO WYGLĄDASZ ZAJEBISCIE Z OBU STROON,1,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0,0
4867,0,jedziemy do pracy,1,1.0,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,0.0,0.0,0.0,0.0,0,0
1278,1,sarenki :3,-1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0
3819,0,"Niedługo minie 10 lat od mojej matury - tak się cieszę, że wybrałam wtedy serce, a nie rozum! :growing_heart:",1,2.0,1.0,2.0,1.0,0.0,17.0,0.1176470588235294,0.0588235294117647,1.0,0.5,0.0,1,0
2951,0,"Dziękuję za te propozycje na pv ze mnie wyruchacie ale mam dla was złe wieści xD
-Mam żonę 
-Mam kutasa",-1,4.0,1.0,4.0,0.0,0.0,20.0,0.2,0.05,1.0,0.0,0.0,1,0
608,1,A i dziękuję wszystkim którzy postanowili mnie obserwować.  Dzięki że jesteście. Pierwsza 100 za mną,1,1.0,2.0,1.0,0.0,0.0,15.0,0.0666666666666666,0.1333333333333333,1.0,0.0,0.0,0,0
4605,0,"Jakie polecacie damskie perfumy, które mają ogon i pachną zajebiście?",1,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0
3889,0,boze on jwst taki cutieful:face_holding_back_tears:,-1,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0
2362,0,"Ten durny happening nie był w Sejmie, więc trudno od Czarzastego oczekiwać reakcji.",-1,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0,0
4630,0,Sezon na tonic espresso uważam za rozpoczęty.,1,1.0,0.0,1.0,0.0,0.0,7.0,0.1428571428571428,0.0,1.0,0.0,0.0,0,1
2171,1,"Lepsza śmierć? Też tak kiedyś uważałam, ale wówczas zdiagnozowano u mnie depresję i zaczęłam się leczyć.",0,2.0,1.0,2.0,2.0,0.0,16.0,0.125,0.0625,1.0,1.0,0.0,0,0
2808,0,gjokeresz w premier league vs gjokeresz w portugalskiej,0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0
4781,0,w moim przypadku aktywności takowego pokroju wiążą się z zakupem pepsi oraz giętej a następnie powolne procedowanie z czytaniem książki na stadionie.,0,0.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0454545454545454,0.0,0.0,0.0,0,0
3384,0,"Wartość dolara nie jest gwarantowana przez PKB USA, ale przez międzynarodowy rynek węglowodorów. Handel ropą inną walutą niż dolar, wartość dolara uległaby załamaniu. Iran o tym wie, ale nie tylko Iran, bo także Chiny, które tylko na tym korzystają. Jednym zdaniem USA tonie.",-1,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0,0
4489,0,Wał na tysiąclecie Polski,1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0
4583,0,"Racja, kos też się pojawia :)",1,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0
3964,0,Hej widzowie! Idę dziś robić rzeczy!,1,1.0,0.0,1.0,0.0,0.0,6.0,0.1666666666666666,0.0,1.0,0.0,0.0,0,0
3999,0,nie chcę już,-1,1.0,0.0,1.0,0.0,0.0,3.0,0.3333333333333333,0.0,1.0,0.0,0.0,0,0
1215,1,no sory ze nie potrafie miec wyjebae,-1,1.0,0.0,1.0,0.0,0.0,7.0,0.1428571428571428,0.0,1.0,0.0,0.0,0,0
2232,0,Jebniety gość,-1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0
4088,0,"kobieta mojego życia, co prawda nie planowałam żeby nią była ale jak już jest ........",1,1.0,1.0,1.0,1.0,0.0,14.0,0.0714285714285714,0.0714285714285714,1.0,1.0,0.0,0,0
2240,0,Żadna szanującą się polska firma zbrojeniowa nie może obejść się bez stolarni. Czy w WB Group też macie stolarnie ,0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0,0
2093,1,Czy ona właśnie mi powiedziała żebym się z problemami najpierw do Boga zwracała a potem jakiś tam psycholog w momencie w którym mam zdiagnozowaną depresję i stany lękowe-,0,2.0,1.0,2.0,1.0,0.0,28.0,0.0714285714285714,0.0357142857142857,1.0,0.5,0.0,0,1
848,1,Co to kurwa jest,-1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0
4386,0,A co sie dzieje?,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0
1797,1,guys czy ktoś wie gdzie mogę zamówić arirang żeby był z setem z target exclusive? :broken_heart:,0,1.0,0.0,1.0,0.0,0.0,15.0,0.0666666666666666,0.0,1.0,0.0,0.0,1,0
326,1,zabawne że masz to przede mną,1,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.1666666666666666,0.0,0.0,0.0,0,0
5682,0,pliki pliki pliki,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0
5050,0,"Obejrzałem wczoraj dwa żużlowe mecze Ekstraligi. Wyniki mi się osobiście podobały (Falubaz będzie flopem, a Włókniarz skończy tak z każdym), ale jeśli to byla promocja dyscypliny to mamy -3579 nowych widzów… speedway LESCZE WROZIE",1,2.0,1.0,1.0,1.0,0.0,34.0,0.0588235294117647,0.0294117647058823,0.5,0.5,0.0,0,1
3994,0,TEN FREEDOM they never deserved you king,1,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0
1753,1,....you didn't hear that from me ale trochę odechciało mi się jechać skoro antos nie jedzie :loudly_crying_face:,0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,0.125,0.0,0.0,0.0,1,0
5331,0,wtf ja nie mam wieszakow na ubrania,-1,1.0,1.0,1.0,0.0,0.0,7.0,0.1428571428571428,0.1428571428571428,1.0,0.0,0.0,0,0
5001,0,robie logout zapraszam na :squinting_face_with_tongue::squinting_face_with_tongue::squinting_face_with_tongue::squinting_face_with_tongue:,1,2.0,0.0,2.0,0.0,0.0,5.0,0.4,0.0,1.0,0.0,0.0,1,0
1824,1,Ktoś tu się boi obudzić za 10 lat.,-1,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0
4658,0,Miała być siłownia a będzie co będzie,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0
5169,0,jest g on ma dwie nutki z okim,0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0
242,1,Kupiłam jedne z ostatnich miejsc w pociągu i boję się że będę musiała wyganiać jakiś skurwysynow z mojego miejsca,-1,3.0,1.0,3.0,1.0,0.0,19.0,0.1578947368421052,0.0526315789473684,1.0,0.3333333333333333,0.0,0,1
3494,0,Jaki ogromny jest to zawód kiedy widzisz fajnego liścia co ma ci chrupnąć gdy go nadepniesz a on nie chrupie :broken_heart:,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1,0
1632,1,najlepszego dla mnie :ribbon:,1,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.3333333333333333,0.0,0.0,0.0,1,0
766,1,Hello happy najlepszego greetings from warsaw warszawa ciemna strefa hiphop,1,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0
5752,0,nie chce ktoś jechać ze mną jestem zdesperowana loty i nocleg ok 400zl za weekend wylot z katowic:loudly_crying_face:,0,1.0,1.0,1.0,0.0,0.0,18.0,0.0555555555555555,0.0555555555555555,1.0,0.0,0.0,1,0
84,1,Zbyt wiele…,1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0
3732,0,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::exploding_head::exploding_head::exploding_head::exploding_head::exploding_head:,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
1087,1,zmiana władzy lets go Wybory2023,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0
2139,1,"depresja też może się pogorszyć, ja mam ciężką depresję i leki są tylko po to żeby dodać energii do walki z depresją. nie można polegać tylko na lekach, trzeba coś robić w życiu, bo wiele razy mimo leków nadal robiłam bedrotting i wracało",0,2.0,1.0,2.0,1.0,0.0,43.0,0.0465116279069767,0.0232558139534883,1.0,0.5,0.0,0,0
3611,0,26 lipca już mi minęło 5 lat jak jestem ARMY i Jiminek jest moim nosem wooow kiedy to minęło  szok i dostałam najlepszy prezent na świecie kartę jimnka w albumie chłopaków  nigdy nie niego nie mogłam trafić a teraz trafiłam cieszę się bardzo BTS  Army  JIMIN,1,5.0,2.0,5.0,3.0,0.0,46.0,0.108695652173913,0.0434782608695652,1.0,0.6,0.0,0,1
4101,0,"pobieram love and deepspace, moje demony wygrały (*)",1,1.0,1.0,1.0,0.0,0.0,7.0,0.1428571428571428,0.1428571428571428,1.0,0.0,0.0,0,0
5178,0,właśnie nie do końca musze 15:15 kupić bo wcześniej  mam lekcje z typkiem co telefony zabiera,-1,2.0,0.0,2.0,0.0,0.0,16.0,0.125,0.0,1.0,0.0,0.0,0,1
981,1,FINALLY,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
2219,0,strzelam se w łeb,1,1.0,0.0,1.0,0.0,0.0,4.0,0.25,0.0,1.0,0.0,0.0,0,0
231,1,ROBIMYYY,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
4058,0,Ten odcinek jest jakiś beznadziejny tanieczgwiazdami,-1,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0
5739,0,pojebie mn,-1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0
3192,0,Chłopaki widzicie się?,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0
975,1,"from: me
to: pijane typy na dworze
zamknąć pizdy, nie czas na wasze gwizdy",-1,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0714285714285714,0.0,0.0,0.0,0,0
5836,0,Dobry patent:thinking_face:,1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0
221,1,prawie mnie ziemniaki w pracy zabily,-1,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.1666666666666666,0.0,0.0,0.0,0,0
5226,0,chlopak nie sciana przesuniemy i sie przelizemy okej? :),0,1.0,0.0,0.0,0.0,0.0,8.0,0.125,0.0,0.0,0.0,0.0,1,0
2007,1,ktos cos zrobil z tym fleszem w ip 17 czy po prostu to zignorowalismy .,-1,1.0,0.0,0.0,1.0,0.0,14.0,0.0714285714285714,0.0,0.0,1.0,0.0,0,0
1898,1,Nóż i visa,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0
3242,0,"Relaksujący dzień. Oficjalnie skladam się oparów kleju, farby oraz serniczka :winking_face:",1,1.0,0.0,1.0,0.0,0.0,10.0,0.1,0.0,1.0,0.0,0.0,1,1
2110,1,"To słuchaj co ja powiedziałam koledze Że no nie mogę z tego że mam depresje i wczoraj się próbowałam powiesić na sznurowadłavh czy inne gówno a potem wstaje jutro i mam zajebisty humor i myśli w stylu ""jeju ale bym chciala mieć kogooss Boże """,-1,6.0,1.0,6.0,2.0,1.0,44.0,0.1363636363636363,0.0227272727272727,1.0,0.3333333333333333,0.1666666666666666,0,0
2196,1,"mam diagnoze depresji i chodze na terapie
ale dziekuje za troske!",0,2.0,0.0,2.0,0.0,0.0,11.0,0.1818181818181818,0.0,1.0,0.0,0.0,0,0
1043,1,"powiedzialam jej wczoraj, ze jak wstanie to niech zadzwoni a ona mi powiedziala, ze jak nie zapomni to zadzwoni:grinning_face_with_big_eyes: super tak mowic do swojej dziewczyny nom",0,1.0,1.0,1.0,1.0,0.0,26.0,0.0384615384615384,0.0384615384615384,1.0,1.0,0.0,1,0
1345,1,też jestem jak ona tylko bez pieniędzy :woman_shrugging_light_skin_tone:,0,1.0,0.0,1.0,0.0,0.0,7.0,0.1428571428571428,0.0,1.0,0.0,0.0,1,0
5787,0,źle wspominam zakup biletów z ebilet na Shawna xd,-1,1.0,0.0,1.0,0.0,0.0,9.0,0.1111111111111111,0.0,1.0,0.0,0.0,0,0
3419,0,Nie należy się dziwić. Tam Trump decyduje za wszystkich.,0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0
1236,1,"chciałabym, żeby miał szacunek do ludzi i żeby mnie kochał i nie oszukiwał",1,1.0,1.0,1.0,0.0,1.0,13.0,0.0769230769230769,0.0769230769230769,1.0,0.0,1.0,0,0
5664,0,"Jestem w takim punkcie w życiu,że czuje się szczęśliwa nawet gdy jeszcze nie mam tego czego bym chciała. Moje życie jest dobre samo w sobie i doceniam proces.",1,5.0,1.0,5.0,0.0,1.0,28.0,0.1785714285714285,0.0357142857142857,1.0,0.0,0.2,0,0
4947,0,"jako fan caelusa wkurwia mnie to ze stelle zawsze dostaje wszystkie animacje, nawet teraz skipneli go w 4.2 trailerze choć powinna to być jego kolej xd",-1,0.0,1.0,0.0,0.0,0.0,26.0,0.0,0.0384615384615384,0.0,0.0,0.0,0,1
3988,0,Jak ja nienawidzę tych zjebanych okularów,-1,1.0,1.0,1.0,0.0,0.0,6.0,0.1666666666666666,0.1666666666666666,1.0,0.0,0.0,0,0
1396,1,"Czy w waszej szkole też 1 klasy są grzeczne i nie przeszkadzają, a 3-4 klasy stoją na środku korytarza, nie dają nikomu przejść i ciągle zajmują tylko toalety na palenie, czy to po prostu jakiś margines moja szkoła",-1,0.0,1.0,0.0,0.0,0.0,38.0,0.0,0.0263157894736842,0.0,0.0,0.0,0,1
5437,0,Jimin! :face_holding_back_tears:,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0
3092,0,"W Brukseli właśnie przepalają się styki. Mnóstwo styków.

Pan Mirek prawidłowo nazwał rzeczy w języku urzędowym państwa członkowskiego.",0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0,0
4745,0,nikt mnie nie rozumie :loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face: :loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face: :loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face:wszystko dupa,-1,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.1666666666666666,0.0,0.0,0.0,1,1
5781,0,w moich żyłach aktualnie płynie barszcz nie krew,0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.125,0.0,0.0,0.0,0,0
5239,0,jak mnie upijesz porzadnie to bede tanczyc cala noc,1,1.0,1.0,1.0,0.0,0.0,9.0,0.1111111111111111,0.1111111111111111,1.0,0.0,0.0,0,1
671,1,jeszcze jak jest ladnie wyrzezbiony to tam vhuj ale najczęściej takie spaślaki z bebnami jakby polkneli arbuza musza sie wszystkim pokazywac fuj,0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0,1
5248,0,"Pls zawsze, ja tak nie znoszę oasis",-1,1.0,1.0,1.0,0.0,0.0,7.0,0.1428571428571428,0.1428571428571428,1.0,0.0,0.0,0,1
1619,1,nie moja wina że takie pizdy z was,-1,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.125,0.0,0.0,0.0,0,0
5745,0,chce,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
5559,0,JUSTIN TAK SOBIE Z CAŁĄ COACELLA OGLĄDA JAK WPADŁ W DRZWI OBROTOWE ALBO JAK SPADŁ ŻE SCENY KURWA MAC TO JEST ICONIC,0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0,0
484,1,"Dostałam do książki naklejki i chce je użyć, ale jakoś nie mogę",0,2.0,0.0,2.0,1.0,0.0,12.0,0.1666666666666666,0.0,1.0,0.5,0.0,0,1
