text,label
i jak ja mam brać na poważnie dyskusję z takimi ludźmi 😭,1
"no nie czemu oni wszyscy robią kłódkę jak ich wyjaśniam 

kontekst mojego cytatu:",1
"„boy, gay, SINGLE” 4 dni temu jebnę XD",1
oj ale mnie popierdoli z tym pierdolonym jebanym fucking gówno internetem nic mi się kurwa nie włącza w tym pierdolonym telefonie zaraz złamie w pół i wyjebie za okno,1
"ostatnio widzę tiktoki gdzie kobiety wyśmiewają te które chcą ślubu i dzieci ¿ XD

doszliśmy do etapu że hejtujemy ludzi za to że chcą być szczęśliwi bo nie marzą o „karierze i podróżach” jak te niezależne feministki☝🏻i dorzucają jeszcze straight flagę bo bycie hetero jest złe 🤓",1
imagine używać ai do SPRZEDAŻY ubrań kiedy to nie jest w ogóle w porządku względem kupującego bo tak naprawdę nie będzie widzieć jak sukienka wygląda na osobie ale u tej typiary to już chyba norma XD,1
XDDDDDDDDDDDDDDDDDD to po chuj wstawiałaś to zdjęcie na publiczne tępa szmato,1
"ja sie chyba powieszę bo właśnie rozegrałem taki „friendly” mecz i na post matchu dostałem wiadomość 

„poor nurse, that killer is really hard to play. gl in the next one” 

KIEDY DOSŁOWNIE CHCIAŁEM FARMIĆ BP Z TYMI SURVIVORAMI NA NOWYM EVENCIE XD ja już się poddaję",1
czy jestem pozerem bo gdy chce zagrać friendly match jako killer w dbd to wychodzę z lobby jak widzę meg thomas albo inne gówna których nie lubię i tak ciągle wychodzę z lobby dopóki wszystkie skiny i postacie survivorów nie będą mi się podobać ? XD,1
boję się gacha gier ale kolejne ładne kobiety do wishowania prócz genshina.. i mean castorice,1
moje edtwt,1
wszędzie mnie kurwa jebią w grach popłakałem się bo chciałem wbić 1k pucharków na tej hitlerowskiej emz to kurwa ciągle mnie zabijali później grałem w dbd to mnie dobrało z 100p graczami jako new gen a teraz grałem w idv i w jebanych meczach rankingowych z BOTAMI przegrałem,1
jestem wkurwiony bo 2 lata temu byłem łasy na łatwą kasę i wysprzedałem całą szafę na vinted a teraz chodzę jak lump obszczany,1
xd,1
"od kilku miesięcy ciągle chodzę spać po 4 bo spędzam czas z moją ulubioną osobą i robię rzeczy których nie doświadczyłem z nikim innym … physical intimacy feels so deep, and i find my true self in it the one i haven’t shown to anyone except",1
mój starter pack z 2018,1
"zjebałem egzamin bo nie przeczytałem lektury i jeszcze się tak stresowałem że baba pytała ustnie i wyszła cipa 😞 może będę mógł to poprawić i w sumie to moja wina bo miałem 3 miesiące i nic z tym nie zrobiłem🫩 

ale żyjemy na kręcącym sie kamieniu right?? nic nie jest poważne",1
100% z egzaminu praktycznego i 85% z teorii 🤗🤗 trochę slaynolem,1
czemu mężczyźni nienawidzą kobiet 😭,1
ale bym se tera dał jakąś zimną kolke cipsa solonego i jakiś gniot na telewizorze AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA czemu muszę być niewolnikiem systemu,1
ghetto,1
zrobiłem plakat na studia przecież ja wyplułem tu wszystkie swoje umiejętności plastyczne X D D D,1
jestem w żabce z 3 osobami i wszyscy kupują chipsy papierosy i jeden kupił setę,1
dorosła osoba z prawami wyborczymi btw,1
nikt mi nie wmówi że to nie są jebane spierdoliny umysłowe i nie mają prawa kryć się za tym że są zaburzone,1
XD ja kiedyś wykituję z tymi anorektyczkami,1
wiecie że mam permanentnego vipa na star stable od 8 lat? nie wiecie? to teraz już wiecie że jestem bogatą zdzirowatą suczką ze swagiem lubiącą skakać na koniach yooo 💅🏻slay #kebab,1
ej kontrowersyjna opinia cyce&gt;dupa nie wiem kto woli dupę od cycków,1
czy kurwa ubrania które sobie wymyśliłem w głowie i zobaczyłem na pinterest mogą się zrespic w sklepach bo mnie pojebie,1
co tam u was?:),1
"nie wiem czy kogoś to interesuje, ale taki mini update z teraz
Od poniedziałku zaczynam oddział dzienny!",1
"hejka
dziwnie tak tu wchodzić po ponad dwóch miesiącach nieobecności
W sumie nie sądziłam, że nikt nie zauważy, że zniknęłam tak po prostu
Nie wiem czy wracamm",1
"niedawno się obudziłam
spałam 12 godzin😵‍💫",1
"wylądowaliśmy przed 7
W samolocie pospałam jakoś 3h, albo mniej
W domku w pewnym momencie poczułam sie zmeczona i poszlam spać i spałam 2 i pol godziny, wstałam, a potem znowu spałam- 5h
Jest 20 już, ciekawe czy zasnę w nocy jak tyle sobie pospałam w dzien",1
"Byliśmy dziś w Friðheimar
cudownie było!!
zupa była przepyszna🥺
Nawet zwyczajny chleb, który do tego dostaliśmy był taki dobry",1
"ale ten tydzień był naprawdę super
Pogoda była naprawdę świetna, raz dopadł nas taki konkretny deszcz, ale i tak chwilę tylko padało
Cudownie przyjęła nas tutaj chrześnica taty z mężem. Naprawdę dobrze się bawiłam🥺
To był taki intensywny czas, bardzi szybko mi zleciał",1
"wracam już do domku🥺
mam lot o 3 czasu polskiego, siedzę już na lotnisku",1
"Hekla&lt;3
zdjęcia z wczoraj",1
Te generowane pytania są tak creepy 😭,1
"Nieoficjalnie sondaże pokazują że to ja wygram. Przysięgam, sam robiłem",1
"Alicja mówiąca Williamowi z Wiwiblogs prosto w oczy „słyszałam że nie podoba ci się moja piosenka” to taki slay 😭 
Prawie spadł z krzesła 😭",1
Zbyt wiele…,1
"Zależy od najbliższych. Ogólnie trudno jest mi być całkiem sobą. Noszę w sobie mnóstwo wstydu, osoby homo pewnie wiedzą jakie to uczucie. Ale coraz bardziej się otwieram.",1
"Można się bać sukcesu? Ja na pewno porażki. Strach przed nią hamuje mnie jak wielki głaz przywiązany do ciała. Już dawno powinienem zacząć sprzedawać ilustracje, zacząć z fotografią itd. Ale sama myśl i tym że to nie wyjdzie, mnie przeraża. Bo wtedy żaden plan mi nie pozostanie",1
W pracy cisza. Gdy ilustruje zdecydowanie spokojna muzyka w tle,1
Let’s dig deep,1
To za ten „triumf” w Iranie? 😅,1
Niesamowite jak Putin owinął sobie zachodnich populistów wokół palca 🫣,1
"Fakt
Moi rówieśnicy wyglądają zmarnowanie jak ci na dole…
Tylko że ja wyglądam jak ten którego tu wyzywają 😭",1
First thing they implemented are Rafa-like grunts?,1
Chwalisz mnie czy obrażasz?,1
Cos ostatnio cicho o aktach Epsteina… czyżby grożenie apokalipsą się udało?,1
"Niby tylko zawieszenie broni, a oszczędności w ETFach poszły w górę jak pojebane.",1
"Dobra, jak to przekupne nieznające się geje by powiedzieli…let’s do this! 

Przesłuchałem wszystkich skrótów, i szkoda że dopuścili kryminalistów, bo poziom wydaje się być bardzo wysoki. Szczególnie porównując do marnego zeszłego roku. 

Teraz alfabetycznie słucham w całości 1/",1
"Gruzja: bezpośrednia konkurencja Armenii, ale brzmi taniej i trochę sztucznie. Armenia to fun a tutaj to trochę wszystko wymuszone i dziwne. 4/10",1
"Francja: kolejny musical i przez to że lecę alfabetycznie to mam porównanie. I choć subiektywnie mi się to tak sobie podoba, to obiektywnie jest to muzycznie lepsze. Troche irytujące, ale nie ma się do czego przyczepić. Ja wolę pozytywne musicale, a dostaje dwa upiorne 🥲 7/10",1
"Taka kurtka to najlepsza rzecz na świecie, wcześniej byłam praktycznie uwięziona w domu w zimę (mój organizm ma problem grzać się sam, niewydolność serca + żylna), a ostatnią zimę miałam cudowną, aktywną, z bajkowymi widokami 🥰🥰🥰",1
Najlepszy prezent jaki dostałam ever (dostałam od ojca uwu),1
"Ta sprawa jest tak skandaliczna, dobrze, że biskup się włączył 
Zupełnie mniejsza o wątek aborcji, pacjenci powinni mieć PRAWO do dzielenia się informacjami o lekarzu, tak długo jak nie zmyślają kłamstw i go nie oczerniają
Na małych pacjenckich grupkach ludzie dzielą się 1/4",1
"charakter, sposób bycia nam najbardziej odpowiadają
Gdyby ujawnić wszystkie informacje, jakimi na takich grupach się dzieliłam, to chyba powinnam według próbujących skazać Weronikę przesiedzieć dożywocie za kratkami XD a wszystko pisane w dobrej wierze i z ogromnym",1
"szacunkiem do danego lekarza, w większości ich polecałam, ale pisałam też co było lub może dla kogoś być wadą, może i deal breakerem",1
"Tu się ciągle coś psuje :v
Ja mam problem z DMami (nie wszystkie czaty widzę, ale jak wejdę przez profil to normalnie widzę i mogę odpisać), z telefonu nie działa zmiana ikonki (ostatnio zmieniałam na testa z komputera i tam działało)

A kiedyś twitter był prawie niezniszczalny",1
"Dosłownie jak wywalało messengera czy rzadziej discorda to ludzie się tutaj przenosili i robiło się żywiej, twitter przed Muskiem tak mega fajnie działał 🫠",1
"Ostatnio tu cisnęłam trochę autystycznego samorzecznictwa i odbiór był różny, w mniejszej ale wyraźnej części negatywny - temat neuroróżnorodności ciągle budzi emocje i kontrowersje.
Teraz, kiedy dotarły przerażające newsy o eutanazji niepełnoletniego chłopca z powodu
1/🧵",1
"powolutku uczę się zdrowych mechanizmów regulacyjnych, powolutku się odmaskowuję, co znacznie zmniejsza napięcie
Aktualnie życie jest dobre",1
"Oczywiście te samorzecznicze treści to nie będą kilometrowe wylewy świadomości XD
Ale potrzebowałam to wszystko z siebie wyrzucić 
Podziwiam jeśli ktoś to przeczytał 
Jeśli tak to bardzo mi miło, to kochane🤍
To bardzo szczególny dla mnie temat",1
"Dosłownie. Czasem odnoszę wrażenie, że mieszkam w innej Polsce niż ci patrioci wychwalający ją pod niebiosa jakby to była kraina mlekiem i miodem płynąca. Ogromnym plusem na pewno jest bezpieczeństwo, ale za to zarobki wciąż są żenujące jak chcesz uczciwie pracować xdd",1
"Napisałam o narcyzach.. Ty typie widzisz różnicę między jakimś cwaniaczkami z osiedla, o których napisałeś tu lub niżej a narcyzem?",1
"Tylko, że ona wygląda coraz lepiej xdd Alexa jest dosłownie czarująca",1
"Dla mnie naprawdę małe piersi to takie, że masz problem znaleźć sobie stanik. Ja mam dokładnie takie jak te pierwsze w lewym górnym rogu i tak, mam ten problem. Mam kompleksy ze względu na biust tylko dlatego, że czuję się pomijana przez firmy bieliźniane XD",1
"„Kobiety nienawidzą miłych hurr durr”

Ja dawałam szansę  „miłym i zwykłym chłopakom ” a potem się okazywało po czasie, że również są toksycznymi, niedojrzałymi emocjonalnie kłamcami, ale potrafią to ukrywać przez jakiś czas",1
"Tanie marki, kradną od drogich. Nowe nie znałam",1
"Warto też zaznaczyć, że to niby 9k to tak naprawdę 6,4k netto xddd",1
"Jak znam życie, to pewnie pośrednik jeszcze robi na czarno i nie płaci podatku",1
On odpowiada na grafikę a ona na jego odpowiedź.,1
"Też sobie kupiłam, przepiękna jest 😭❤️ a do tego mi się sprawdza. Idealna do takiego dziewczęcego i świeżego makijażu",1
"2. Płacisz za czas pracy, za sztukę rzemieślniczą za jakość tkanin za najlepsze wełny, jedwab czy skóry. Ciuchy dopasowują się do ciała a nie odkształcają a dodatkowo starczają na lata a nawet i dekady i można je odsprzedać z zyskiem",1
"Alimenty dostałam, ale tatusiowi jak odjebalo 17 lat temu tak mu zostało do dzisiaj. Oparcie? Ojciec nastawił pół rodziny przeciwko mamie i mnie. Dodam, że miałam 13 lat jak nas zostawił, więc chuja byłam winna. Chodzi mi tylko, że takie sytuacje się zdarzają i są przykre",1
"Mój stary katolik, co zawsze klękał wieczorem i rano do pacierza i przepytywał mnie z kazania w kościele spierdolil z kochanką młodszą o 20 lat xddd jeszcze dodam jak on to pierdolil jaka rodzina jest ponad wszystko. Teraz nowej żonie przepisuje swoje mieszkanie zamiast mnie xd",1
I pewnie dlatego są takie hot,1
"Nie, nie są produkowane w Azji xd To nie jest Zara czy Reserved",1
"Dlatego właśnie napisałam ironicznie, że „chwała patriarchatowi”. Mężczyźni zgotowali taki los mężczyznom",1
"Kurwa, czytam te komenatrze ile powinno się dawać na śluby i cieszę się, że nikt mnie nie zaprasza na wesela",1
"Tak, zgadzam się. Polecam czytać ze zrozumieniem i nie upierać się kiedy nie ma się racji. Autorka myślę, że wie lepiej na co odpowiada",1
"Tak, bo kupił ją na wakacjach na bazarku w Krynicy morskiej XDDDD tak samo jak okulary „Gucci” XD",1
nie wierze ze muza fagaty jest w tym momencie lepsza niz bts,1
ogur,1
kto tez kampi w internecie zeby sie w koncu dowiedziec czy masza zyje,1
nmg,1
pale buha wielkoluda,1
kościół pod wezwaniem świętego papużego,1
zycze powrotu do ustawek bo chociaz w tym byl dobry,1
hahahahha,1
pies taki ladny ze go wet na story wstawia❤️‍🔥,1
"odkryto dzisiaj, że w rzece jest woda.",1
lowkey them…,1
ej nienawidze zjebow co wymuszaja na rondzie a potem jada kurwa 30 na godzine albo 20,1
kanye jest doslownie najbardziej sklonny jej pozwolic tak wygladac bo jest pierdolniety bardziej niz kim wiec o czym my mowimy xdff,1
bede piec lotus sernik,1
boze musze sobie zrobic doczepy🩵,1
kto też jest kierownikiem dzialu i oglada tutoriale na tiktoku jak zarzadzac ludzmi XD,1
ciekawe czy to dziala dalej. … #MastercardGrazWOSP,1
close your eyes. be silent.,1
sjema zabrze cr,1
preferowalabym Piatek na dzis,1
moze i nie mam duzo kasy ale przynajmniej nie jestem konsultantka raypatha,1
kto tez tak ma ze musi zlozyc pc jak ram kosztuje milion juanow,1
kto tez sie wlasnie dowiedzial ze w saperze z windowsa zeby nie zdehnac szybko trzeba klikac dwoma przyciskami myszy na przemian 🥀 i was today years old,1
nie nadaje sie do pracy w ktorej stare pizdy sie smieja z mojego WYGLADU,1
im wiecej wyplaty tym mniej wyplaty,1
kocham jak duzy suv puszcza mn na rondzie albo stoimy w korku i automatycznie staje sie slepa bo jak stoi za mna to nic nie widze xd,1
sponsorem dzisiejszej walki jest nerd vpn,1
zyje ktus,1
nienawidze pr*cy,1
ej chce mi ktos pomoc w pracy xD wyslalabym linka na yt i dacie lajka tylko,1
najgorsze w czystosci sa chyba nawracajace sny o cpaniu,1
"brzydkie kobiety tak

zazdrosne szmaty",1
juz nie czuje nic zadnych problemow zmartwien jestem znieczulona,1
boje sie dac rt ale chuj tam,1
nawet mi ciebie nie zal zaglodz sie,1
ja sie go pytam co to retarder w tirze a on mowi taka mala martyna,1
zwiazek dwoch autystykow polega na wzajemnym wyzywaniu sie od zjebow i retardow,1
ale wspolne stimowanie tez jest fajne mamy dosyc podobne stimy,1
ale ja stimuje wiecej i lubie go wkurwiac powtarzajac w kolko slowa ktore mi weszly w leb ale mi go troche szkoda ze sie tak nad nim znecam😭 ale jakby jakis neurotypowy probowal to bym zajebala,1
heterosy to sa pierdolone bezguscia,1
czy hetero baby w ogole lubia mezczyzn,1
"dorosly czlowiek a zachowanie godne gówniarza z podstawowki. hehe ale im dopieklem, sprzedalem im wieprzowine",1
nie atrakcyjna ale ladna po prostu ale duzo jest pieknych nie umiem wybrac,1
ciagly rollercoaster dzisiaj na górze a jutro pod mostem,1
"wiecie jaki tramadol jest pojebany jak pierwszy i ostatni raz w zyciu wzielam to pisalam do chlopa i zaczynalam pisac, na kilka sekund znoddowalam i wyslalam i jak sie wybudzalam to widzialam ze napisalam jakies ""fhrjxnxksj"" i tak co kilka minut",1
"mysle co bardziej sie oplaca kupic, 
androida czy ip😭😭 help",1
"""Do zobaczenia na pierwszej lekcji, mala manipulatorko""

jak ja za nimi tesknilam🥹",1
moj chlop wqlczyl z moim ko.puterem dk 2 dni i wygral ta walke za kazdym razem!,1
dodalam ksiazki bo potrzevuje pieniazkow (prosze o rt)💞,1
"prawdopodobnie bede dzisiaj dodawac ksiazki kto4e mam na sprzedanie na vinted (kilka juz jest) rak wiec zapraszam i jak dodam nowe to dam znac&lt;3 

vinted: 0.zuza0

prosze o rt💞",1
duma ogromba,1
najgorsze jest to ze zaczelabym kwestionowac swoja wiedze xd,1
moja duma najwieksza 🥹🥹 #ofkWS,1
doslownie jestem tak dumna z tej dziewczynt co grala male koncerty a teraz na arenach bedzie grac😭😭 zasluguje na swiat,1
thats to real,1
nikt się tego nie spodziewał!!🤯🤯🤯,1
duma🥹🥹,1
polecam bardzo! pierwszy raz zjadlam od chlopaka i teraz tylko tak jem🤤,1
imo zajebiste jest polaczenie algierskiego z keczupem😌 dont change my mind,1
"Parodiowanie akcentu białych mniejszości to nie jest rasizm tylko ksenofobia jak już, ale w Ameryce jest problem z rasizmem powiązany z ksenofobią często od razu a u nas nie, więc u nas ksenofobia jest porównywalnym problemem co rasizm w USA przez inną kulturę i historię",1
O dzięki dobra 🙏 w sensie ja nie mam jak pojechać sama bo rzeczy gdzies trzeba zostawić np i z kims pojechać bo mi chodzi właśnie o przed i po a nie sam koncert (bezpieczeństwo miedzy innymi),1
Jest taki mięciutki dosłownie sie topi na ustach kocham go 💜🙏,1
Udało na szczęście 🙏,1
Nie bede robic ludziom zdj mordo ale chłopak wiki,1
 Nic konkretnego. Jestem w trakcie badań na depresję i wszystko mnie przytłacza.  DO tego moja mama ma urodziny więc cały dzień udawania że jesteśmy kochająca rodziną 🥺,1
Mój psychiatra i terapeuta który nie może zdecydować czy mam chorobę afektywną dwubiegunową czy stany lękowe i paranoję i depresję. Oni już załamują nade mną ręcę : 👁👄👁,1
"Druzgocące jest w Piśmie Świętym gdy Bóg opowiada o swojej miłości..o swoich zamiarach..o swoich pragnieniach..mieszających się z żalem i przykrością  z powodu odrzucenia Go, mienie Go za naiwnego głupca lub nicość, igranie z Nim i robieniem sobie krzywdy grzechem.
desperacja",1
"Dowiedziałam się, że mój syn w podróży do szkoły, w autobusie, modli się Różańcem… ☁️😌☁️",1
A świat…cóż… młodziutki,1
"… ludzie urodzeni po drugiej połowie lat 80 zaczynają wchodzić w 40…
😳…
Jak nic zaraz będę miała 50 lat! Kiedyś to było takie odległe, że aż nierealne …",1
…dziś mowa o edukacji w Polsce na antenie… to chociaż 20 minut poświęcę lekturze dla umysłu…,1
A nie! Kompleta…,1
Nauczyciele których wspominam jako wyjątkowych na mojej drodze edukacyjnej…,1
"Wszystkich wspominam bardzo dobrze:) wszystkim jestem wdzięczna za ich ciężką pracę i przykro mi jest, że tak małym potwierdzeniem ich trudu edukacyjnego i wychowawczego jestem… taka gleba … no trudno… czasu nie cofnę.",1
"Ale od początku (moją edukację dzielę na 4 etapy, o 5 tylko marzyłam) ja do szkoły lgnęłam, szkołę ceniłam, i jeszcze przed rozpoczęciem swojego czasu, bardzo upraszałam się o zaprowadzanie mnie do szkoły wraz ze starszą siostrą,",1
"w majtkach jesienią uciekałam tacie i biegłam za mamą odprowadzającą siostrę do szkoły, a za mną biegł tato w kalesonach… a w domu dostawałam w tyłek, a następnego dnia biegłam znowu… czasem mi się udało… i to mi zistało aż do czasu problemów społecznych…",1
W klasach 0-3 lubiłam bardzo swoją wychowawczynię - panią Jolę… oraz księdza Proboszcza który był też moim katechetą… to dzięki temu Księdzu nauczyłam się dostrzegać Obecność Boga dokoła siebie… zabierał nas w teren w poszukiwaniu „śkadów Boga” to od tego czasu,1
"łaziłam po polach i lasach rozmawiając z Bogiem. Ksiądz Proboszcz gdy przejeżdżał obok naszego domu, często wstępował i zawsze zostawiał garść cukierków i jakiś pieniążek „na dzieci”… (koniec przerwy - CDN;)",1
No. I ten Kapłan zmarł nagle. I mój dziadek wtedy też zmarł… dzień po dniu. I tak doczekaliśmy wiosny bodajże 2004 Roku Pańskiego. Przysłano nowego Proboszcza. Koniec 6 klasy podstawowej był… (koniec też etapu drugiego w mojej edukacji) egzamin też… zmiany…,1
"Przez te trzy lata dojeżdżania do „szkoły gminnej”, moją wychowawczynią była cudowna kobieta - pani Wójcik. „Dusza artysty” w ciele biologa… wiele wspólnie (klasowo) przeżyliśmy wtedy pierwszych niezwykłych momentów w grupie:) tak. Szkoła w której się uczyłam była pokoleniowa…",1
Uczyli nas nauczyciele którzy często kształcili też chociaż jednego z rodziców… a nawet innych nauczycieli pracujących wraz z nimi… tak jak to w moim przypadku było. Wtedy też pierwszy raz oceniono mój głos podczas śpiewu i zaczęłam się do tego bardziej przykładać.,1
"Wcześniej żyłam w klimacie braku oceny mojej urody czy zdolności. Śpiewaliśmy w grupie. Wiele śpiewałam w domu, ale nikt tego nie oceniał. Mówiono, że nam ładną sukienkę, a nie że jestem ładna czy ładnie wyglądam… raczej oceniano moje zachowanie. Jako pożądane lub nie.",1
"A podczas tych trzech lat szkolnych zaczęto mnie oceniać pod różnymi kwestiami… nawet dojrzałości płciowej na bilansie dziecka. Stres niepomierny. Także pan od Muzyki, pan Mróz (już po stronie wieczności również) uznał, że mam talent do śpiewu.",1
"Wcześniej to publicznie tylko Ksiądz Stanisław podarował mi zaśpiewanie wraz z najlepszą wtedy koleżanką Psalmu, podczas Mszy Pierwszej Komunii Świętej. Więc śpiewałam.",1
"Poza tym to także Religię zaliczałam oceną wzorową. I do celu: zmieniono nam Księdza Proboszcza oraz Katechetę jednocześnie. Życie przestało być łatwe. Za kadencji tego Proboszcza nauczyłam się katechizmu, Tajemnic Różańcowych i innych Prawd Wiary i przyjęłam Bierzmowanie.",1
Pojawił się u mnie w domu Nowy Testament i Katechizm Kościoła Katolickiego. Czytałam i nic… Ale Ksiądz wymagał słuchania i zapamiętywania Niedzielnej Ewangelii. Na pierwszej albo gdzieś zaraz kolelejnaj lekcji od razu mnie do odpowiedzi zawezwał. Pewnie widział jaki płacz na,1
"Pogrzebie zrobiłam i chciał się na usługę zapisać. Pyta o podanie mego pięknego zeszytu do Religii, wręczam  … zdziwko … i udawany brak zachwytu. Ale pyta mnie też o niedzielne kazanie. Patrzę jak na jakieś gotyckie pozamykane wrota… teraz myślę, że może ten nowy Ksiądz",1
"przygotował się do zajęć z młodzieżą i prześledził karierę moich ocen celujących- ale teraz mam 32 zimy a nie 13 czy 14… chociaż nie, niewiele się poprawiło;) … i mówię z zadowoleniem, że przecież je zna, bo mi je sam we własnej osobie głosił … A potem to już szybko jakoś…",1
"coś … no że ze trzy razy akurat na czas jedzenia przyszłam na Plebanię. Ale na Plebanii było zbiegowisko młodzieży wtedy… ja to tam nic, choć nastąpiła lekka faworyzacja obustronna… Aż nawet zaczęłam interesować się życiem zakonnym i rozpatrywać taką możliwość życia.",1
"Był to trzeci etap - gimnazjum. Tam bardzo dobrze wspominam panią polonistkę - zasad pisowni się nie nauczyłam, ale lektury czytałam wszystkie, pisałam bardzo dobre wypracowania, zapewne z powodu zadawanych ciekawych tematów, wzorowo w opinii pani recytowałam wiersze…",1
